sample_id,ERBB2_copy_number,CEP17_copy_number,ERBB2_CEP17_ratio,ERBB2_minus_ploidy,Purity,Ploidy
CPCT02380052T,2,2,1.0,-1.3793000000000002,0.68,3.3793
TCGA-E2-A15KT,2,2,1.0,-0.0280999999999997,0.7,2.0281
CPCT02030261T,1,1,1.0,-0.8742000000000001,0.55,1.8742
CPCT02220047T,2,3,0.6666666666666666,-0.0430999999999999,0.66,2.0431
CPCT02080183T,1,1,1.0,-1.1343,0.73,2.1343
WIDE01010303T,4,3,1.3333333333333333,1.0819,0.67,2.9181
CPCT02030265T,1,1,1.0,-0.9306,0.36,1.9306
WIDE01010574T,3,3,1.0,-0.0661,0.49,3.0661
CPCT02010846T,1,2,0.5,-0.9856,0.8,1.9856
CPCT02360011T,4,3,1.3333333333333333,0.4925000000000002,0.39,3.5075
CPCT02230071T,1,2,0.5,-0.815,0.31,1.815
DO217865,2,1,2.0,-0.1084,0.55,2.1084
CPCT02160012T,47,4,11.75,43.0448,0.31,3.9552
CPCT02060075T,3,3,1.0,-1.5343999999999998,0.4,4.5344
TCGA-A8-A075T,2,3,0.6666666666666666,-1.4545,0.52,3.4545
CPCT02410017T,3,3,1.0,-0.8317000000000001,0.6,3.8317
DO218605,1,2,0.5,-0.9409999999999998,0.52,1.941
DO220824,2,2,1.0,-0.1913,0.75,2.1913
TCGA-E2-A152T,94,2,47.0,90.6696,0.53,3.3304
CPCT02110077T,4,5,0.8,-0.4451999999999998,0.74,4.4452
CPCT02050409T,2,2,1.0,-0.0278,0.79,2.0278
CPCT02020382T,4,4,1.0,0.3822999999999999,0.46,3.6177
WIDE01010489T,2,2,1.0,0.0215,0.7,1.9785
WIDE01010142T,52,5,10.4,48.5877,0.35,3.4123
CPCT02020801T,2,1,2.0,0.278,0.6,1.722
CPCT02040134T,2,2,1.0,-0.8500000000000001,0.62,2.85
CPCT02080002T,2,2,1.0,-0.0638,0.9,2.0638
CPCT02020186TII,6,2,3.0,2.1122,0.74,3.8878
CPCT02020711T,3,2,1.5,0.9209999999999998,0.7,2.079
CPCT02100067TII,4,4,1.0,0.4018000000000001,0.65,3.5982
CPCT02100035T,4,2,2.0,1.3113,0.27,2.6887
CPCT02110023T,45,4,11.25,40.9777,0.46,4.0223
CPCT02100125T,1,3,0.3333333333333333,-1.0531,0.78,2.0531
CPCT02080216T,2,2,1.0,-0.8445999999999998,0.34,2.8446
WIDE01010759T,4,2,2.0,0.1719999999999997,0.79,3.828
TCGA-AR-A1AYT,1,1,1.0,-0.7887,0.79,1.7887
DO218167,2,1,2.0,0.0761,0.52,1.9239
CPCT02230022T,14,2,7.0,10.8353,0.41,3.1647
CPCT02360016T,1,1,1.0,-1.2158000000000002,0.25,2.2158
WIDE01010268T,3,1,3.0,1.3018,0.72,1.6982
CPCT02120024T,2,2,1.0,0.1540000000000001,0.44,1.846
CPCT02120016T,4,4,1.0,0.4922,0.41,3.5078
DO52548,2,2,1.0,-1.2990000000000002,0.51,3.299
DO217952,2,2,1.0,-0.0240999999999997,0.8,2.0241
CPCT02040290T,2,2,1.0,-0.1604000000000001,0.63,2.1604
DO218384,2,2,1.0,0.0928,0.74,1.9072
CPCT02010276TII,2,2,1.0,-0.1678000000000001,0.74,2.1678
CPCT02140044T,2,2,1.0,-1.5365000000000002,0.4,3.5365
CPCT02180028T,2,2,1.0,0.0294,0.9,1.9706
CPCT02220053T,3,1,3.0,0.8054999999999999,0.72,2.1945
CPCT02110057T,3,1,3.0,1.0132,0.58,1.9868
CPCT02050120T,55,2,27.5,53.2173,0.44,1.7827
CPCT02040047T,24,2,12.0,20.6317,0.57,3.3683
CPCT02460005T,3,2,1.5,-0.5381999999999998,0.84,3.5382
CPCT02080253T,3,2,1.5,-0.2896000000000001,0.69,3.2896
TCGA-BH-A18UT,104,3,34.666666666666664,98.4559,0.7,5.5441
WIDE01011048T,2,7,0.2857142857142857,-2.7689000000000004,0.57,4.7689
CPCT02030383T,2,2,1.0,0.0663,0.63,1.9337
CPCT02270021T,4,6,0.6666666666666666,0.2852999999999999,0.35,3.7147
WIDE01010564T,4,2,2.0,0.4474999999999998,0.72,3.5525
WIDE01010785T,3,2,1.5,-0.9371,0.53,3.9371
CPCT02070168T,1,1,1.0,-0.9428,0.72,1.9428
CPCT02170029T,2,2,1.0,-1.4177,0.38,3.4177
CPCT02010772T,6,2,3.0,4.042,0.61,1.958
TCGA-GM-A3XLT,1,1,1.0,-1.2496,0.6,2.2496
CPCT02100011T,2,5,0.4,0.0152000000000001,0.34,1.9848
DO52542,1,1,1.0,-0.6417999999999999,0.63,1.6418
CPCT02210004T,2,2,1.0,0.159,0.28,1.841
CPCT02040036T,2,2,1.0,-0.2863000000000002,0.7,2.2863
CPCT02140004T,51,3,17.0,47.7149,0.5,3.2851
DO218176,2,3,0.6666666666666666,-1.8103,0.22,3.8103
CPCT02040145T,3,2,1.5,-0.5575999999999999,0.52,3.5576
CPCT02160042T,2,3,0.6666666666666666,-0.3763999999999999,0.4,2.3764
CPCT02030451T,1,3,0.3333333333333333,-0.9166,0.52,1.9166
CPCT02020239T,3,2,1.5,1.0419999999999998,0.68,1.958
WIDE01010738T,3,1,3.0,0.3887000000000001,0.86,2.6113
CPCT02020493TII,3,3,1.0,0.967,0.57,2.033
CPCT02010907T,3,3,1.0,0.8235000000000001,0.21,2.1765
CPCT02020287T,2,2,1.0,0.0296,0.76,1.9704
TCGA-E2-A15EM,9,2,4.5,5.4421,0.65,3.5579
CPCT02110050T,2,3,0.6666666666666666,0.1368,0.78,1.8632
CPCT02040097T,52,6,8.666666666666666,49.1753,0.53,2.8247
DO217907,3,2,1.5,0.0184000000000002,0.33,2.9816
CPCT02020545T,72,1,72.0,68.4749,0.75,3.5251
CPCT02340071T,3,3,1.0,-0.4321000000000001,0.22,3.4321
CPCT02020247T,2,2,1.0,-0.0091999999999998,0.62,2.0092
CPCT02100002T,1,1,1.0,-0.9731,0.69,1.9731
CPCT02010901T,4,4,1.0,0.0045000000000001,0.5,3.9955
CPCT02360008T,2,3,0.6666666666666666,0.1007,0.67,1.8993
DO1014,18,2,9.0,16.0098,0.54,1.9902
CPCT02120051T,2,4,0.5,-1.0064000000000002,0.39,3.0064
CPCT02120158T,3,3,1.0,0.1303999999999998,0.8,2.8696
CPCT02100028T,2,2,1.0,-0.1162999999999998,0.33,2.1163
CPCT02050309T,21,3,7.0,17.0505,0.38,3.9495
DO218502,1,1,1.0,-0.8813,0.57,1.8813
CPCT02030464T,23,4,5.75,19.553,0.76,3.447
WIDE01010326T,2,2,1.0,-0.1025,0.75,2.1025
CPCT02230120T,6,7,0.8571428571428571,1.8106,0.22,4.1894
CPCT02080250T,2,3,0.6666666666666666,-0.8923000000000001,0.48,2.8923
DO218059,5,3,1.6666666666666667,3.0202,0.63,1.9798
DO218478,3,2,1.5,0.9300000000000002,0.64,2.07
CPCT02100007T,4,4,1.0,0.5289999999999999,0.27,3.471
CPCT02220029T,3,3,1.0,-1.1786000000000003,0.35,4.1786
DO1011,4,4,1.0,0.0821999999999998,0.66,3.9178
CPCT02160022T,6,4,1.5,0.6723999999999997,0.48,5.3276
CPCT02080112T,2,2,1.0,-1.5849000000000002,0.35,3.5849
CPCT02150027T,1,5,0.2,-0.9513,0.69,1.9513
CPCT02020721T,6,3,2.0,2.3803,0.5,3.6197
CPCT02020685T,3,2,1.5,0.1198000000000001,0.8,2.8802
TCGA-BH-A0EAT,2,2,1.0,-0.0699,0.52,2.0699
CPCT02010708T,2,2,1.0,-1.0891000000000002,0.4,3.0891
CPCT02370024T,1,1,1.0,-0.8717999999999999,0.64,1.8718
CPCT02140083T,4,4,1.0,0.2008999999999998,0.29,3.7991
CPCT02010382TII,2,2,1.0,-1.5402999999999998,0.2,3.5403
CPCT02300001T,5,3,1.6666666666666667,1.2513,0.45,3.7487
CPCT02010276T,2,2,1.0,-0.1110999999999999,0.62,2.1111
CPCT02120117T,2,2,1.0,-0.3184999999999998,0.58,2.3185
WIDE01010584T,2,2,1.0,-1.4083,0.38,3.4083
CPCT02120154T,2,3,0.6666666666666666,0.0713999999999999,0.71,1.9286
DO1001,1,1,1.0,-0.8224,0.48,1.8224
WIDE01010702T,5,5,1.0,1.3845,0.26,3.6155
TCGA-AO-A0J4T,2,2,1.0,-0.8119000000000001,0.5,2.8119
DO52539,1,2,0.5,-0.7435,0.48,1.7435
TCGA-AO-A03NT,2,3,0.6666666666666666,-1.234,0.65,3.234
CPCT02010468T,2,2,1.0,-1.3060999999999998,0.47,3.3061
WIDE01010212T,8,1,8.0,6.1786,0.61,1.8214
DO217934,2,2,1.0,-0.1585999999999998,0.49,2.1586
DO52549,2,5,0.4,-1.3039,0.88,3.3039
CPCT02340047T,2,2,1.0,-0.2845,1.0,2.2845
CPCT02160019T,2,5,0.4,-0.9015,0.24,2.9015
CPCT02030216TII,2,2,1.0,-0.0567999999999999,1.0,2.0568
WIDE01010067T,2,2,1.0,-1.1889999999999996,0.31,3.189
CPCT02220044T,2,4,0.5,-1.8649,0.39,3.8649
DO218333,5,3,1.6666666666666667,1.3131,0.6,3.6869
CPCT02030522T,2,2,1.0,0.0722,0.62,1.9278
CPCT02050060T,17,2,8.5,15.305,0.45,1.695
TCGA-C8-A130T,6,4,1.5,2.269,0.56,3.731
CPCT02110028T,2,2,1.0,-1.0387,0.45,3.0387
CPCT02040071TII,5,5,1.0,0.6517999999999997,0.52,4.3482
WIDE01010909T,3,3,1.0,-0.4217,0.24,3.4217
WIDE01010335T,1,2,0.5,-0.7469999999999999,0.53,1.747
DO52540,3,2,1.5,0.0396999999999998,0.21,2.9603
CPCT02020693T,1,1,1.0,-0.6230000000000002,0.41,1.6230000000000002
DO218254,3,1,3.0,0.7698999999999998,0.68,2.2301
TCGA-BH-A0WAT,2,2,1.0,-1.1124999999999998,0.58,3.1125
CPCT02120165T,2,2,1.0,-0.7650999999999999,0.77,2.7651
CPCT02020541T,4,2,2.0,0.1956000000000002,0.49,3.8044
CPCT02380036T,1,1,1.0,-0.8046,0.48,1.8046
CPCT02180070T,2,2,1.0,-0.2574999999999998,0.74,2.2575
CPCT02410001T,6,2,3.0,1.3619000000000003,0.32,4.6381
CPCT02030258T,2,4,0.5,-1.3201999999999998,0.74,3.3202
DO218621,2,2,1.0,-0.0516,0.77,2.0516
CPCT02390038T,2,6,0.3333333333333333,-1.9974,0.29,3.9974
CPCT02330067T,4,4,1.0,0.0348000000000001,0.56,3.9652
CPCT02100024T,9,3,3.0,4.6572,0.6,4.3428
CPCT02020617T,1,1,1.0,-0.8704000000000001,0.41,1.8704
CPCT02290001T,39,2,19.5,35.6552,0.57,3.3448
CPCT02080001TII,4,4,1.0,-0.9306,0.5,4.9306
WIDE01010248T,1,2,0.5,-1.5057,0.27,2.5057
CPCT02020490T,2,2,1.0,0.4921,0.58,1.5079
DO1016,39,4,9.75,37.3243,0.54,1.6757
CPCT02010359T,7,4,1.75,2.2618,0.27,4.7382
CPCT02020791T,2,3,0.6666666666666666,-0.1734,0.74,2.1734
CPCT02030264T,1,1,1.0,-0.9989,0.35,1.9989
CPCT02320003T,2,2,1.0,-0.2178,0.44,2.2178
CPCT02020666T,2,2,1.0,-0.0743999999999998,0.95,2.0744
CPCT02100050T,2,1,2.0,0.0322,0.78,1.9678
TCGA-BH-A0DTT,2,2,1.0,-0.2488000000000001,0.47,2.2488
CPCT02260029T,2,4,0.5,-1.4130000000000005,0.89,3.4130000000000003
CPCT02050288T,3,4,0.75,0.1808,0.4,2.8192
CPCT02350008T,2,2,1.0,-1.1065,0.59,3.1065
CPCT02040321T,3,2,1.5,-0.1928999999999998,0.48,3.1929
CPCT02080254T,1,2,0.5,-1.0421999999999998,0.7,2.0422
CPCT02120052T,13,2,6.5,10.8408,0.76,2.1592
DO217787,2,4,0.5,-0.3250999999999999,0.53,2.3251
CPCT02460001T,4,3,1.3333333333333333,1.1277,0.83,2.8723
CPCT02010628T,2,3,0.6666666666666666,-2.1998,0.4,4.1998
DO52556,3,2,1.5,-0.2271999999999998,0.56,3.2272
WIDE01010740T,3,2,1.5,-0.1972,0.57,3.1972
WIDE01010072T,2,3,0.6666666666666666,-1.2713,0.71,3.2713
DO52555,1,1,1.0,-0.5646,0.66,1.5646
DO218419,2,1,2.0,-0.0253000000000001,0.54,2.0253
CPCT02010572T,3,3,1.0,-1.673,0.42,4.673
CPCT02010267TII,5,2,2.5,1.1522,0.32,3.8478
CPCT02110063T,1,1,1.0,-1.1894999999999998,0.43,2.1895
CPCT02020344T,3,5,0.6,0.3660000000000001,0.7,2.634
TCGA-A2-A0D4T,4,3,1.3333333333333333,0.2477999999999998,0.7,3.7522
DO218709,4,2,2.0,1.3167,0.31,2.6833
DO218408,2,2,1.0,-0.2096,0.66,2.2096
CPCT02040267T,4,4,1.0,-0.0693000000000001,0.38,4.0693
CPCT02080055T,1,2,0.5,-1.0179,0.35,2.0179
CPCT02160004T,4,3,1.3333333333333333,0.6863000000000001,0.62,3.3137
CPCT02010933T,3,3,1.0,-1.2742000000000004,0.32,4.2742
DO218173,2,1,2.0,-0.0592999999999999,1.0,2.0593
CPCT02100115T,2,2,1.0,0.0748999999999999,0.94,1.9251
CPCT02050218T,2,1,2.0,0.0373000000000001,0.82,1.9627
DO218269,4,1,4.0,1.0376,0.4,2.9624
CPCT02010419T,6,4,1.5,1.7058,0.26,4.2942
TCGA-A8-A08LT,4,4,1.0,0.2646000000000001,0.6,3.7354
WIDE01010311T,2,2,1.0,-0.8307000000000002,0.89,2.8307
CPCT02020299T,3,2,1.5,0.2159,0.38,2.7841
CPCT02050074T,2,2,1.0,-0.3698000000000001,0.71,2.3698
CPCT02180053T,4,4,1.0,0.5045999999999999,0.54,3.4954
DO218796,60,3,20.0,54.6745,0.21,5.3255
CPCT02030448T,1,1,1.0,-0.6536,0.66,1.6536
WIDE01010829T,2,2,1.0,-1.2503000000000002,0.55,3.2503
CPCT02070344T,4,7,0.5714285714285714,0.4788999999999999,0.32,3.5211
TCGA-A8-A094T,2,2,1.0,-1.3596,0.41,3.3596
TCGA-AQ-A04JT,1,1,1.0,-0.8342,0.49,1.8342
DO218742,2,2,1.0,-0.1968999999999998,0.52,2.1969
TCGA-AR-A0TXT,25,2,12.5,22.9738,0.42,2.0262
CPCT02050164T,1,1,1.0,-0.7879999999999999,0.67,1.788
CPCT02100037T,5,7,0.7142857142857143,1.7073999999999998,0.51,3.2926
CPCT02220041T,29,4,7.25,25.9886,0.43,3.0114
CPCT02010003T,2,2,1.0,-0.0142000000000002,0.4,2.0142
DO52546,6,4,1.5,3.4813,0.25,2.5187
CPCT02100075T,2,2,1.0,-1.2432,0.34,3.2432
WIDE01010894T,13,4,3.25,9.9379,0.35,3.0621
DO218736,3,3,1.0,0.8361000000000001,0.48,2.1639
TCGA-A2-A0D0T,2,2,1.0,-0.9257,0.65,2.9257
CPCT02160039T,2,2,1.0,-0.3538000000000001,0.93,2.3538
CPCT02210020T,2,2,1.0,0.0753999999999999,0.83,1.9246
TCGA-A2-A3Y0T,2,2,1.0,-0.5343,0.55,2.5343
CPCT02320007T,3,3,1.0,0.7616,0.91,2.2384
TCGA-EW-A1PBT,2,2,1.0,-1.005,0.36,3.005
WIDE01011011T,3,3,1.0,0.0828000000000002,0.52,2.9172
CPCT02060121T,65,2,32.5,61.7704,0.34,3.2296
WIDE01010853T,2,2,1.0,-0.0047999999999999,0.53,2.0048
CPCT02230128T,2,2,1.0,-0.084,0.62,2.084
DO52538,2,2,1.0,-0.6609999999999999,0.35,2.661
DO217939,2,2,1.0,-0.0855000000000001,0.8,2.0855
WIDE01011071T,2,2,1.0,0.153,0.78,1.847
DO218831,3,3,1.0,0.8929,0.63,2.1071
CPCT02210082T,2,1,2.0,0.0054,0.55,1.9946
CPCT02100079T,3,2,1.5,1.0548,0.57,1.9452
DO52562,3,3,1.0,-0.0299999999999998,0.41,3.03
CPCT02080127T,2,2,1.0,-1.3241,0.59,3.3241
CPCT02340025T,2,2,1.0,-0.1049999999999999,0.79,2.105
CPCT02010633T,1,3,0.3333333333333333,-1.0413,0.31,2.0413
CPCT02060093T,2,1,2.0,-0.0647000000000002,0.59,2.0647
CPCT02080106T,1,1,1.0,-0.6051,0.47,1.6051
TCGA-C8-A12QT,33,1,33.0,30.8704,0.51,2.1296
WIDE01010418T,4,4,1.0,0.1610999999999998,0.75,3.8389
CPCT02080039T,2,2,1.0,-0.0651000000000001,0.56,2.0651
CPCT02110042T,2,4,0.5,-1.1509,0.66,3.1509
CPCT02050109T,1,1,1.0,-0.9289,0.42,1.9289
CPCT02080285T,2,2,1.0,-0.0908000000000002,0.38,2.0908
CPCT02030472T,3,3,1.0,0.0015999999999998,0.65,2.9984
CPCT02010288TII,2,2,1.0,-0.1080999999999998,0.82,2.1081
WIDE01010698T,4,4,1.0,0.0251999999999998,0.7,3.9748
CPCT02180050T,61,2,30.5,58.9551,0.41,2.0449
TCGA-AR-A256T,2,3,0.6666666666666666,-0.907,0.75,2.907
CPCT02010773T,55,12,4.583333333333333,52.2646,0.53,2.7354
CPCT02020591T,2,2,1.0,0.03,0.67,1.97
CPCT02270008T,2,2,1.0,-1.2082000000000002,0.2,3.2082
CPCT02140091TII,4,2,2.0,0.6105,0.8,3.3895
CPCT02010890T,13,4,3.25,11.0291,0.22,1.9709
DO218656,4,4,1.0,-0.2390999999999996,0.48,4.2391
CPCT02370025T,2,2,1.0,-1.5533,0.21,3.5533
CPCT02290018T,4,5,0.8,0.1964000000000001,0.39,3.8036
DO218611,4,4,1.0,0.0102000000000002,0.34,3.9898
DO52552,2,5,0.4,-0.5388000000000002,0.46,2.5388
CPCT02320009T,1,2,0.5,-1.0244,0.27,2.0244
CPCT02020664T,2,3,0.6666666666666666,-0.0684999999999997,0.57,2.0685
CPCT02010661T,3,4,0.75,-1.1313000000000004,0.65,4.1313
CPCT02300040T,2,1,2.0,0.2549999999999999,0.61,1.745
DO217953,6,2,3.0,1.5094000000000003,0.55,4.4906
CPCT02120114T,2,3,0.6666666666666666,-1.9761,0.36,3.9761
CPCT02040031T,51,2,25.5,47.0642,0.45,3.9358
CPCT02010324T,2,2,1.0,-1.5128,0.64,3.5128
CPCT02180052T,2,2,1.0,-0.1333999999999999,0.73,2.1334
TCGA-E9-A1NHT,3,3,1.0,-0.6917,0.54,3.6917
WIDE01010341T,1,1,1.0,-0.6295999999999999,0.58,1.6296
CPCT02050383T,2,2,1.0,-1.9983,0.22,3.9983
CPCT02100021T,4,2,2.0,0.5985999999999998,0.71,3.4014
CPCT02390001TII,6,2,3.0,1.8779000000000003,0.35,4.1221
DO52545,3,2,1.5,-1.1082999999999998,0.3,4.1083
CPCT02080047T,3,3,1.0,0.5611999999999999,0.61,2.4388
CPCT02080103T,19,24,0.7916666666666666,15.8524,0.41,3.1476
CPCT02290057T,2,2,1.0,-0.4266000000000001,0.87,2.4266
CPCT02100023T,3,4,0.75,-0.2841,0.51,3.2841
CPCT02110049T,3,3,1.0,1.0698,0.57,1.9302
CPCT02020191T,1,1,1.0,-1.0095,0.62,2.0095
CPCT02340110T,2,1,2.0,-0.5358,0.52,2.5358
CPCT02030224T,2,2,1.0,-0.6648999999999998,0.49,2.6649
CPCT02060011T,2,3,0.6666666666666666,-1.9,0.52,3.9
CPCT02230126T,1,2,0.5,-2.2705,0.28,3.2705
TCGA-A8-A07IT,20,2,10.0,17.9678,0.71,2.0322
CPCT02140004TII,36,3,12.0,31.5782,0.68,4.4218
DO1004,4,4,1.0,-0.0058999999999995,0.57,4.0059
CPCT02020371T,2,3,0.6666666666666666,-1.8425,0.24,3.8425
WIDE01010956T,2,2,1.0,-0.4990999999999999,0.51,2.4991
CPCT02360015T,3,4,0.75,0.1413999999999999,0.57,2.8586
CPCT02050032T,1,1,1.0,-1.0425,0.83,2.0425
WIDE01010962T,2,2,1.0,-1.258,0.48,3.258
DO218827,2,2,1.0,-0.2393000000000001,0.21,2.2393
TCGA-EW-A1PCT,6,8,0.75,1.8396,0.81,4.1604
CPCT02010643T,50,1,50.0,47.7895,0.52,2.2105
CPCT02140089T,4,3,1.3333333333333333,0.7907000000000002,0.49,3.2093
CPCT02210014T,2,2,1.0,-0.1444,0.54,2.1444
CPCT02100017T,2,3,0.6666666666666666,-0.9175,0.63,2.9175
CPCT02100048T,3,6,0.5,-0.7260000000000004,0.48,3.726
CPCT02360018T,2,2,1.0,-0.1720999999999999,0.63,2.1721
CPCT02120179T,2,2,1.0,-0.1615000000000002,0.6,2.1615
CPCT02050359T,4,2,2.0,0.3081,0.35,3.6919
CPCT02180030T,2,2,1.0,-1.3871000000000002,0.52,3.3871
DO218428,5,2,2.5,1.4613999999999998,0.45,3.5386
DO220820,2,2,1.0,-0.0177,0.69,2.0177
TCGA-A2-A3KCT,4,4,1.0,-0.1326,0.34,4.1326
CPCT02080029T,3,1,3.0,0.0253000000000001,0.72,2.9747
CPCT02110030T,3,2,1.5,-0.2909000000000001,0.39,3.2909
WIDE01010247T,2,2,1.0,-0.5983,0.48,2.5983
CPCT02330076T,7,14,0.5,3.0066,0.48,3.9934
CPCT02040291T,2,2,1.0,-0.0131000000000001,0.35,2.0131
DO52559,2,2,1.0,-0.6692999999999998,0.5,2.6693
CPCT02460006T,2,1,2.0,0.0846,0.66,1.9154
CPCT02020197T,2,2,1.0,-1.3237,0.8,3.3237
CPCT02120121T,6,6,1.0,1.8711,0.38,4.1289
CPCT02010639T,1,1,1.0,-1.0273,0.83,2.0273
CPCT02190009T,22,3,7.333333333333332,18.8282,0.67,3.1718
CPCT02310006T,2,2,1.0,0.3090000000000001,0.85,1.6909999999999998
CPCT02040078T,9,2,4.5,5.767799999999999,0.53,3.2322
CPCT02090034T,2,2,1.0,-0.0958000000000001,0.76,2.0958
CPCT02410009T,2,2,1.0,-2.2032,0.21,4.2032
CPCT02310022T,1,2,0.5,-1.1292,0.32,2.1292
CPCT02310003T,2,2,1.0,0.0879,0.68,1.9121
DO218150,2,2,1.0,0.0847,0.62,1.9153
DO1010,4,2,2.0,0.5611000000000002,0.46,3.4389
DO218488,2,2,1.0,0.0390000000000001,0.58,1.961
CPCT02040329T,2,2,1.0,-0.3984999999999999,0.36,2.3985
CPCT02010790T,1,3,0.3333333333333333,-0.855,0.45,1.855
TCGA-A2-A04XT,16,1,16.0,14.0705,0.58,1.9295
CPCT02010289T,2,3,0.6666666666666666,-0.3759999999999999,0.61,2.376
CPCT02170018T,2,3,0.6666666666666666,-0.5358,0.52,2.5358
DO52557,1,1,1.0,-0.7391000000000001,0.7,1.7391
CPCT02100102T,4,4,1.0,0.3605,0.47,3.6395
CPCT02040191T,24,8,3.0,21.1802,0.71,2.8198
WIDE01010093TII,4,4,1.0,0.7103999999999999,0.4,3.2896
CPCT02080288T,6,4,1.5,0.4615999999999998,0.25,5.5384
WIDE01011094T,1,1,1.0,-0.949,0.48,1.949
CPCT02040013T,1,0,0.0,-1.0022000000000002,0.46,2.0022
WIDE01010240T,2,2,1.0,0.1137999999999999,0.59,1.8862
CPCT02020347T,4,4,1.0,0.0756999999999998,0.5,3.9243
CPCT02240005T,2,2,1.0,-0.4506000000000001,0.44,2.4506
CPCT02010521T,2,1,2.0,0.0562,0.91,1.9438
CPCT02020857T,1,2,0.5,-0.8552,0.69,1.8552
CPCT02050337T,3,4,0.75,-0.0607999999999999,0.39,3.0608
DO218698,1,2,0.5,-0.7465999999999999,0.69,1.7466
DO218770,4,4,1.0,0.0411999999999999,0.48,3.9588
DO52554,2,1,2.0,0.0039,0.33,1.9961
DO218719,2,2,1.0,0.1432,0.5,1.8568
CPCT02010891T,4,4,1.0,-0.4927999999999999,0.33,4.4928
CPCT02380026T,50,1,50.0,46.9951,0.62,3.0049
WIDE01010018T,2,2,1.0,-1.3243,0.76,3.3243
CPCT02160005T,46,3,15.333333333333336,41.8966,0.47,4.1034
DO217826,4,2,2.0,0.2946,0.38,3.7054
CPCT02390015T,1,1,1.0,-0.847,0.58,1.847
WIDE01010249T,2,2,1.0,0.0079,0.69,1.9921
CPCT02010520T,2,2,1.0,0.1158999999999998,0.41,1.8841
CPCT02050434T,8,2,4.0,4.0751,0.26,3.9249
CPCT02230074T,2,2,1.0,-0.0920999999999998,0.8,2.0921
CPCT02040207T,2,2,1.0,-1.3144999999999998,0.25,3.3145
WIDE01010406T,2,2,1.0,-1.7654999999999998,0.29,3.7655
CPCT02320010T,3,3,1.0,0.1619999999999999,0.51,2.838
CPCT02340066T,3,3,1.0,-0.5466000000000002,0.66,3.5466
WIDE01010171T,1,3,0.3333333333333333,-0.9768,0.42,1.9768
WIDE01010035T,4,4,1.0,-0.6211000000000002,0.36,4.6211
CPCT02020195T,3,3,1.0,0.8105000000000002,0.92,2.1895
DO1003,3,1,3.0,0.1623000000000001,1.0,2.8377
CPCT02080019T,37,4,9.25,33.7555,0.25,3.2445
CPCT02010940T,1,2,0.5,-1.0974,0.43,2.0974
CPCT02120033T,18,2,9.0,14.6917,0.55,3.3083
CPCT02010337TII,2,2,1.0,-0.1326,0.9,2.1326
CPCT02190002T,3,3,1.0,-1.6353999999999995,0.27,4.6354
CPCT02010359TII,5,3,1.6666666666666667,2.2116,0.59,2.7884
CPCT02010554T,2,2,1.0,-0.1257000000000001,0.54,2.1257
CPCT02150002T,3,4,0.75,-0.3184999999999998,1.0,3.3185
CPCT02080290T,1,3,0.3333333333333333,-0.9386,0.49,1.9386
CPCT02110029T,37,3,12.333333333333336,34.1064,0.54,2.8936
WIDE01010830T,40,2,20.0,37.8249,0.49,2.1751
CPCT02120063T,3,1,3.0,0.8027000000000002,0.41,2.1973
WIDE01010288T,6,5,1.2,1.6691000000000005,0.32,4.3309
DO1000,4,4,1.0,0.7865000000000002,0.6,3.2135
CPCT02020385T,3,3,1.0,-0.7593999999999999,0.38,3.7594
DO218560,3,2,1.5,-0.9066,0.4,3.9066
CPCT02330017T,2,1,2.0,-0.1486,0.67,2.1486
CPCT02050143T,3,2,1.5,-0.6768000000000001,0.69,3.6768
CPCT02340060T,10,2,5.0,7.6206999999999985,0.34,2.3793
CPCT02080052T,2,2,1.0,-0.0125999999999999,0.24,2.0126
CPCT02120001T,3,2,1.5,0.3502999999999998,0.63,2.6497
CPCT02030274T,2,7,0.2857142857142857,-1.3569,0.35,3.3569
CPCT02270009T,2,4,0.5,-1.7321,0.63,3.7321
CPCT02080029TII,3,1,3.0,-0.0596000000000001,0.53,3.0596
CPCT02040086T,34,2,17.0,31.9418,0.77,2.0582
CPCT02060285T,2,2,1.0,0.0588999999999999,0.39,1.9411
TCGA-AN-A04DT,2,2,1.0,-0.1526999999999998,0.92,2.1527
CPCT02010720T,3,4,0.75,-0.7991000000000001,0.31,3.7991
CPCT02160001T,2,2,1.0,-0.1322000000000001,0.78,2.1322
TCGA-A7-A26GT,1,1,1.0,-1.1115,0.38,2.1115
CPCT02210073T,2,4,0.5,-0.0234999999999998,0.91,2.0235
CPCT02080053T,2,2,1.0,-0.0472000000000001,0.22,2.0472
DO52558,1,1,1.0,-0.5767,0.65,1.5767
DO1008,1,1,1.0,-0.5057,0.53,1.5057
CPCT02300021T,2,2,1.0,-0.2841999999999998,0.38,2.2842
DO218205,2,2,1.0,-1.7186,0.21,3.7186
CPCT02080031T,2,2,1.0,-0.0457999999999998,0.31,2.0458
WIDE01010069T,1,1,1.0,-1.0652,0.5,2.0652
CPCT02170014T,2,2,1.0,0.0859,0.47,1.9141
CPCT02080196T,2,3,0.6666666666666666,-0.2599999999999998,0.74,2.26
TCGA-D8-A27FT,2,2,1.0,-1.3315,0.66,3.3315
WIDE01010410T,2,1,2.0,-0.0474999999999998,0.78,2.0475
CPCT02080073T,1,1,1.0,-1.3109000000000002,0.61,2.3109
TCGA-BH-A0E0T,2,2,1.0,-0.9846,0.57,2.9846
